,WHE,RSE,GRE,MHE,B1E,BME,CWE,DWE,EQE,FRE,HPE,OFE,UTE,WOE,B2E,CDE,DNE,EBE,FGE,HTE,OUE,TVE,UNE,Temp (C),Dew Point Temp (C),Rel Hum (%),Wind Dir (10s deg),Wind Spd (km/h),Visibility (km),Stn Press (kPa)
2012-10-08 02:00:00,70988,28106,84,42798,462,270,0,0,2396,6440,2238,1045,3082,1,2583,0,7,1510,2989,658,0,1154,17963,8.7,6.9,88.0,9.0,4.0,32.2,101.35
2012-10-08 03:00:00,101217,37409,82,63726,168,7872,0,0,2405,6458,2230,1114,3083,1,5630,0,379,1512,3085,1056,0,4638,24095,8.0,6.5,90.0,13.0,4.0,32.2,101.34
2012-10-08 04:00:00,86390,11922,86,74382,0,20353,0,0,2423,6468,2258,1051,3115,2,3600,0,371,1517,3561,305,0,11098,18260,7.7,6.3,91.0,4.0,4.0,32.2,101.36
2012-10-08 05:00:00,72051,7868,94,64089,0,20427,0,0,2442,6472,2260,1035,3084,2,561,0,367,1519,2954,270,0,9333,13363,6.9,5.0,88.0,,0.0,32.2,101.35
2012-10-08 06:00:00,36638,7660,86,28892,0,934,0,0,2411,6469,2265,993,3090,0,538,0,361,1516,2395,349,0,1643,5928,7.2,5.6,90.0,8.0,6.0,32.2,101.37
2012-10-08 07:00:00,33400,7539,106,25755,0,273,0,0,2424,6490,2294,1074,3119,4,442,0,360,1525,2529,300,0,1183,3738,7.9,6.6,91.0,,0.0,48.3,101.4
2012-10-08 08:00:00,34221,7546,92,26583,0,282,0,0,2441,6485,2305,1007,3118,0,438,0,361,1518,3291,300,0,1183,3854,11.2,8.9,86.0,,0.0,48.3,101.41
2012-10-08 09:00:00,32942,7324,84,25534,0,289,0,0,2435,6484,2329,1109,3116,1,445,0,360,1502,1832,300,0,1176,4156,13.7,9.9,78.0,25.0,6.0,48.3,101.45
2012-10-08 10:00:00,40597,14898,76,25623,0,287,0,0,2375,6486,2309,1021,3125,9,435,0,360,1511,3005,426,0,1177,3097,15.1,9.5,69.0,24.0,9.0,48.3,101.47
2012-10-08 11:00:00,36317,7962,74,28281,0,282,0,0,2449,6493,2310,1015,3113,2,448,0,360,1532,1567,407,0,1176,7127,15.9,8.6,62.0,29.0,7.0,48.3,101.46
2012-10-08 12:00:00,30543,6355,88,24100,0,283,0,0,2440,6474,2318,1004,3122,0,444,0,289,1528,1185,300,0,1184,3529,16.2,8.1,59.0,25.0,9.0,48.3,101.45
2012-10-08 13:00:00,33724,6345,96,27283,0,277,0,0,2409,6476,2305,1018,3116,0,443,0,47,1528,3911,300,0,1173,4280,16.6,8.1,57.0,30.0,9.0,48.3,101.41
2012-10-08 14:00:00,29841,6110,82,23649,0,270,0,0,2402,6455,2265,1006,3081,1,443,0,0,1524,1320,300,0,1172,3410,16.5,8.4,59.0,26.0,11.0,48.3,101.36
2012-10-08 15:00:00,45776,6136,96,39544,0,268,0,0,2411,6445,2243,7351,3065,1,435,0,0,1536,2594,300,0,1161,11734,17.1,8.8,58.0,32.0,7.0,48.3,101.37
2012-10-08 16:00:00,54793,8362,86,46345,0,264,0,0,2390,6435,2235,4948,3060,3,453,0,0,1525,3953,435,0,1158,19486,17.4,8.4,55.0,29.0,6.0,48.3,101.33
2012-10-08 17:00:00,37156,8643,82,28431,0,270,0,0,2404,6443,2263,1044,3079,0,2990,0,0,1530,2611,398,0,1176,4223,16.1,8.2,59.0,,0.0,48.3,101.31
2012-10-08 18:00:00,74207,45136,80,28991,0,276,0,0,2381,6442,2261,1029,3066,1,3429,0,0,1536,2470,358,0,1164,4578,14.1,8.7,70.0,,0.0,48.3,101.35
2012-10-08 19:00:00,62716,33285,84,29347,0,265,0,0,2398,6445,2258,1023,3068,2,3365,0,0,1520,2452,300,0,1151,5100,13.3,7.1,66.0,,0.0,48.3,101.37
2012-10-08 20:00:00,45210,15842,88,29280,0,274,0,0,2404,6445,2252,1113,3067,1,2677,5,0,1507,3839,742,0,1161,3793,12.0,7.5,74.0,8.0,7.0,48.3,101.42
2012-10-08 21:00:00,73102,28880,94,44128,0,274,0,0,2408,6444,2251,10140,3068,1,440,0,0,1518,1325,732,0,1147,14380,11.4,8.4,82.0,9.0,7.0,32.2,101.47
2012-10-08 22:00:00,162458,109951,86,52421,0,275,0,0,2385,6466,2256,7997,3068,2,592,0,0,1515,9228,396,0,1851,16390,11.5,8.8,83.0,9.0,6.0,32.2,101.53
2012-10-08 23:00:00,116642,74015,108,42519,0,271,0,0,2395,6497,2250,1081,3081,1,1890,0,0,1503,5969,333,0,11983,5265,10.7,7.8,82.0,9.0,6.0,32.2,101.59
2012-10-09 00:00:00,159364,25110,96,134158,0,20022,0,0,2388,6488,2210,1980,3048,77719,449,0,0,1515,4373,456,0,1533,11977,11.1,8.1,82.0,,0.0,32.2,101.64
2012-10-09 01:00:00,116762,54656,98,62008,0,920,0,0,2431,6555,2223,1008,3055,7270,446,0,0,1513,3745,614,0,1157,31071,9.3,7.0,86.0,10.0,9.0,32.2,101.7
2012-10-09 02:00:00,120029,33039,92,86898,2977,279,5580,0,2391,6575,2228,4266,3067,1,2520,0,0,1512,5323,696,6,1157,48320,9.5,7.5,87.0,11.0,7.0,32.2,101.72
2012-10-09 03:00:00,91359,25957,76,65326,927,278,7082,0,2394,6579,2239,997,3070,1,3491,0,0,1512,5148,936,13,1155,29504,8.9,6.8,87.0,12.0,9.0,32.2,101.75
2012-10-09 04:00:00,78064,16788,92,61184,0,9903,0,0,2401,6566,2265,1102,3069,4,2708,0,0,1514,3708,695,0,5481,21768,9.1,7.1,87.0,11.0,13.0,32.2,101.78
2012-10-09 05:00:00,101202,7481,102,93619,0,17384,0,0,2386,6536,2239,1023,3065,2,693,28653,0,1523,5199,284,0,10297,14335,9.1,7.3,88.0,10.0,15.0,32.2,101.82
2012-10-09 06:00:00,137173,7567,72,129534,0,267,0,0,2441,6527,2271,1001,3088,3,448,103139,0,1529,2527,300,0,1174,4819,8.9,7.5,91.0,11.0,15.0,32.2,101.84
2012-10-09 07:00:00,34444,6876,76,27492,0,282,0,0,2413,6522,2314,1002,3120,0,400,0,0,1538,3980,300,0,1183,4438,10.0,8.9,93.0,12.0,17.0,12.9,101.88
2012-10-09 08:00:00,39365,13566,92,25707,0,266,0,0,2411,6469,2273,1015,3090,1,394,0,0,1523,1723,351,0,1186,5005,10.8,9.4,91.0,10.0,13.0,12.9,101.93
2012-10-09 09:00:00,35300,9769,90,25441,0,274,0,0,2409,6462,2288,1011,3105,0,385,0,0,1530,3098,300,0,1184,3395,11.1,9.3,89.0,11.0,15.0,12.9,101.99
2012-10-09 10:00:00,33954,7473,72,26409,0,277,0,0,2417,6461,2273,997,3111,1,393,0,0,1525,2785,300,0,1174,4695,11.8,9.4,85.0,13.0,13.0,16.1,101.98
2012-10-09 11:00:00,32016,7082,90,24844,0,270,0,0,2398,6447,2276,984,3114,0,394,0,0,1526,1915,300,0,1173,4047,12.4,9.3,81.0,13.0,13.0,19.3,101.98
2012-10-09 12:00:00,33076,6415,82,26579,0,268,0,0,2426,6449,2281,1016,3113,2,396,0,0,1525,2941,300,0,1171,4691,12.5,9.1,80.0,12.0,7.0,19.3,101.94
2012-10-09 13:00:00,32356,6002,84,26270,0,270,0,0,2392,6447,2258,1073,3089,2,392,0,0,1526,2354,327,0,1168,4972,12.5,9.0,79.0,14.0,11.0,19.3,101.89
2012-10-09 14:00:00,75737,24651,74,51012,0,269,0,0,2398,6435,2250,1106,3105,1,1068,0,0,1528,4033,578,0,1169,27072,13.7,9.3,75.0,13.0,4.0,19.3,101.83
2012-10-09 15:00:00,38556,6160,116,32280,0,270,0,0,2415,6444,2258,1009,3090,0,398,0,0,1533,5143,334,0,1165,8221,14.9,9.4,70.0,11.0,9.0,24.1,101.77
2012-10-09 16:00:00,32146,6061,70,26015,0,262,0,0,2382,6434,2253,2162,3073,3,391,0,0,1529,1592,300,0,1167,4467,15.0,9.2,68.0,14.0,7.0,24.1,101.72
2012-10-09 17:00:00,32427,6063,90,26274,0,258,0,0,2405,6441,2243,1597,3071,2,391,0,0,1533,3256,300,0,1163,3614,13.4,9.0,75.0,15.0,11.0,24.1,101.67
2012-10-09 18:00:00,33225,5927,88,27210,0,271,0,0,2397,6442,2246,1117,3066,2,2569,0,0,1521,1868,300,0,1171,4240,11.8,8.9,82.0,14.0,11.0,24.1,101.68
2012-10-09 19:00:00,35587,5936,100,29551,0,266,0,0,2401,6441,2243,1337,3063,1,3660,0,0,1514,3285,336,0,1154,3850,9.7,7.9,89.0,10.0,11.0,24.1,101.7
2012-10-09 20:00:00,33952,5781,76,28095,0,267,0,0,2388,6441,2243,1006,3062,1,3056,0,0,1517,2478,351,0,1152,4133,8.9,7.4,90.0,10.0,13.0,19.3,101.68
2012-10-09 21:00:00,33988,6075,108,27805,0,265,0,0,2406,6438,2253,1594,3067,0,393,0,0,1521,3400,317,0,1151,5000,9.1,7.6,90.0,10.0,9.0,19.3,101.72
2012-10-09 22:00:00,29745,6200,80,23465,0,267,0,0,2399,6441,2245,994,3067,0,394,0,0,1518,1203,300,0,1160,3477,8.6,7.3,92.0,10.0,13.0,19.3,101.72
2012-10-09 23:00:00,39628,12612,86,26930,0,263,0,0,2391,6432,2218,1067,3058,2,384,0,0,1508,3524,456,0,1155,4472,8.7,7.6,93.0,9.0,7.0,19.3,101.71
2012-10-10 00:00:00,48010,23637,88,24285,0,263,0,0,2392,6434,2232,1050,3059,2,390,0,0,1522,2374,403,0,1157,3007,8.4,7.4,93.0,9.0,9.0,19.3,101.67
2012-10-10 01:00:00,34278,8530,100,25648,0,248,0,0,2391,6411,2215,1005,3062,1,398,0,0,1519,2325,300,0,1153,4620,8.8,7.8,93.0,9.0,4.0,19.3,101.67
2012-10-10 02:00:00,96326,7232,552,88542,714,260,0,0,2371,6424,2206,2646,3060,1,4151,11,339,1515,2483,598,0,1152,60611,7.2,6.1,93.0,8.0,4.0,19.3,101.64
2012-10-10 03:00:00,88935,7179,88,81668,630,259,0,0,2388,6432,2238,1047,3069,4,5053,0,112,1519,2868,472,0,1155,54422,7.4,6.5,94.0,,0.0,19.3,101.63
2012-10-10 04:00:00,84526,16022,82,68422,0,263,0,0,2401,6440,2235,6030,3080,2,3025,0,2,1511,1902,820,0,1157,39554,7.4,6.6,95.0,,0.0,19.3,101.64
2012-10-10 05:00:00,88116,25745,98,62273,0,19830,0,0,2396,6447,2239,999,3101,0,441,0,0,1522,3433,489,0,10871,10505,6.9,6.1,95.0,10.0,4.0,19.3,101.63
2012-10-10 06:00:00,48393,20419,92,27882,0,262,0,0,2391,6454,2263,989,3080,1,797,0,0,1525,3431,456,0,1180,5053,6.5,5.5,93.0,,0.0,12.9,101.64
2012-10-10 07:00:00,30885,6787,84,24014,0,268,0,0,2404,6477,2278,1054,3099,1,392,0,0,1532,1203,317,0,1175,3814,8.0,7.4,96.0,10.0,6.0,1.6,101.66
2012-10-10 08:00:00,32732,6757,96,25879,0,277,0,0,2445,6475,2306,988,3114,2,402,0,0,1529,3517,300,0,1178,3346,8.9,8.4,97.0,12.0,11.0,0.8,101.67
2012-10-10 09:00:00,31363,6634,68,24661,0,285,0,0,2418,6469,2310,1075,3120,1,396,0,0,1506,1201,300,0,1177,4403,9.2,8.5,95.0,7.0,6.0,2.4,101.71
2012-10-10 10:00:00,32532,6477,90,25965,0,288,0,0,2447,6486,2304,1002,3122,2,398,0,1,1479,3509,300,0,1163,3464,9.5,8.5,93.0,,0.0,3.6,101.71
2012-10-10 11:00:00,30607,6318,98,24191,0,275,0,0,2407,6483,2302,1001,3118,3,391,0,1,1475,1211,300,0,1165,4059,9.9,8.8,93.0,,0.0,4.8,101.71
2012-10-10 12:00:00,31681,6156,80,25445,0,275,0,0,2410,6463,2274,1060,3108,1,394,0,3,1467,2906,300,0,1156,3628,10.2,8.8,91.0,14.0,9.0,6.4,101.66
2012-10-10 13:00:00,46822,5775,84,40963,0,259,0,0,2390,6530,17343,1035,3105,3,392,0,1,1486,2157,300,0,1156,4806,11.3,9.0,86.0,10.0,6.0,11.3,101.61
2012-10-10 14:00:00,124542,26290,76,98176,0,260,0,0,2395,6606,28273,1002,3075,0,658,0,0,1472,3423,801,0,1163,49048,11.9,8.9,82.0,16.0,6.0,12.9,101.58
2012-10-10 15:00:00,64610,6047,86,58477,0,267,0,0,2417,6598,26404,1150,3100,0,396,0,0,1465,4751,333,0,1154,10442,11.6,9.2,85.0,23.0,9.0,16.1,101.57
2012-10-10 16:00:00,43682,5960,80,37642,0,263,0,0,2396,6544,14170,989,3076,0,394,0,0,1487,2353,300,0,1160,4510,11.3,9.0,86.0,21.0,6.0,16.1,101.54
2012-10-10 17:00:00,64538,5892,92,58554,0,275,0,0,2399,6669,36914,1092,3074,2,395,0,0,1472,1197,300,0,1161,3604,11.4,8.7,83.0,21.0,4.0,16.1,101.52
2012-10-10 18:00:00,64096,5875,88,58133,0,266,0,0,2385,6631,33919,1066,3068,1,392,0,0,1480,3646,300,0,1154,3825,11.2,8.4,83.0,,0.0,12.9,101.53
2012-10-10 19:00:00,29452,5900,62,23490,0,259,0,0,2408,6429,1605,990,3078,2,389,0,0,1476,1347,300,0,1158,4049,11.2,8.5,83.0,,0.0,12.9,101.57
2012-10-10 20:00:00,62072,5907,70,56095,0,266,0,0,2400,6656,33426,1015,3078,0,396,0,0,1473,2425,300,0,1153,3507,11.1,8.6,85.0,,0.0,11.3,101.56
2012-10-10 21:00:00,58444,15920,80,42444,0,280,0,0,2427,6456,2275,7786,3093,3,829,0,0,1471,3322,428,0,1152,12922,10.9,8.7,86.0,,0.0,11.3,101.61
2012-10-10 22:00:00,54397,6128,80,48189,0,267,0,0,2411,6590,19622,3946,3076,4,1402,0,0,1489,1208,300,0,1154,6720,10.9,8.6,86.0,28.0,7.0,11.3,101.61
2012-10-10 23:00:00,52319,11138,92,41089,0,272,0,0,2399,6543,16033,986,3058,2,437,0,0,1472,3661,420,0,1161,4645,10.8,8.8,87.0,,0.0,8.0,101.61
2012-10-11 00:00:00,104931,48046,96,56789,0,1682,0,0,2398,6425,2210,1160,3055,2,541,0,0,1459,4763,909,0,1656,30529,10.9,8.9,87.0,,0.0,6.4,101.59
2012-10-11 01:00:00,191547,128779,106,62662,0,19823,0,0,2360,6423,2209,1005,3057,1,1072,0,0,1465,2279,347,0,11234,11387,10.7,8.7,87.0,11.0,6.0,6.4,101.59
2012-10-11 02:00:00,104691,23654,104,80933,0,11682,0,0,2437,6442,2214,6861,3060,3,4036,0,0,1479,3826,621,0,1524,36748,10.4,8.7,89.0,11.0,6.0,4.8,101.61
2012-10-11 03:00:00,89821,32015,74,57732,735,267,0,0,2393,6443,2226,1237,3062,2,5406,0,0,1466,4135,678,0,1152,28530,10.2,8.6,90.0,13.0,6.0,4.8,101.56
2012-10-11 04:00:00,116285,64729,92,51464,0,1933,0,0,2393,6471,2238,6082,3069,1,2569,0,0,1481,2632,389,0,1788,20418,10.1,8.6,90.0,15.0,6.0,4.8,101.55
2012-10-11 05:00:00,94022,28416,104,65502,0,20273,0,0,2392,6500,2250,1014,3081,2,1855,0,0,1519,2174,419,0,10645,13378,10.1,8.6,90.0,16.0,6.0,4.8,101.5
2012-10-11 06:00:00,89259,7073,74,82112,0,2603,0,0,2401,6793,50316,991,3084,0,847,0,0,1519,3365,329,0,2591,7273,9.6,8.4,92.0,14.0,7.0,4.0,101.51
2012-10-11 07:00:00,69625,6303,76,63246,0,267,0,0,2418,6760,39577,1004,3082,0,434,0,0,1523,2123,300,0,1181,4577,9.6,8.6,93.0,12.0,6.0,3.2,101.49
2012-10-11 08:00:00,52257,6054,98,46105,0,269,0,0,2402,6683,23281,1007,3112,2,434,0,0,1513,2497,300,0,1163,3442,9.9,8.8,93.0,16.0,7.0,2.8,101.48
2012-10-11 09:00:00,42711,6033,98,36580,0,276,0,0,2422,6643,12599,997,3096,0,437,0,0,1511,3430,300,0,1146,3723,10.0,8.5,90.0,10.0,4.0,4.8,101.5
2012-10-11 10:00:00,64942,6068,86,58788,0,273,0,0,2409,6766,35960,1013,3109,1,441,0,0,1508,1198,300,0,1162,4648,10.4,8.6,89.0,,0.0,6.4,101.48
2012-10-11 11:00:00,32008,6468,78,25462,0,275,0,0,2414,6589,1851,1045,3111,1,440,0,0,1486,3283,339,0,1155,3473,11.1,8.6,85.0,11.0,6.0,11.3,101.42
2012-10-11 12:00:00,64851,6025,88,58738,0,275,0,0,2408,6769,35608,1001,3083,4,434,0,0,1473,1751,300,0,1146,4486,11.6,8.3,80.0,16.0,4.0,11.3,101.35
2012-10-11 13:00:00,34163,6160,82,27921,0,277,0,0,2429,6581,2284,1080,3106,2,443,0,0,1503,3697,300,0,1145,5074,11.7,8.1,79.0,,0.0,11.3,101.28
2012-10-11 14:00:00,97492,21858,84,75550,0,261,0,0,2392,6566,2247,1110,3103,1,453,0,0,1474,4212,656,0,1143,51932,12.4,8.2,76.0,,0.0,11.3,101.21
2012-10-11 15:00:00,41627,6046,84,35497,0,268,0,0,2403,6555,2257,996,3095,4,436,0,0,1475,3411,351,0,1153,13093,12.6,8.6,77.0,22.0,13.0,16.1,101.11
2012-10-11 16:00:00,31259,6033,78,25148,0,260,0,0,2400,6579,2241,2122,3062,1,438,0,0,1505,1698,300,0,1144,3398,11.4,8.1,80.0,21.0,17.0,16.1,101.05
2012-10-11 17:00:00,60927,5877,88,54962,0,259,0,0,2394,6716,30356,1007,3062,0,438,0,0,1474,3522,300,0,1143,4291,10.5,7.7,83.0,18.0,9.0,12.9,100.99
2012-10-11 18:00:00,43076,6055,70,36951,0,268,0,0,2387,6561,1554,2204,3062,3,1397,0,0,1481,9505,414,0,1146,6969,10.2,7.7,84.0,18.0,6.0,12.9,100.95
2012-10-11 19:00:00,51863,9841,68,41954,0,265,0,0,2397,6611,2251,1377,3064,2,3795,0,0,1476,6764,334,0,1157,12461,10.2,7.7,84.0,18.0,7.0,12.9,100.94
2012-10-11 20:00:00,45804,8286,68,37450,0,265,0,0,2419,6606,2259,1044,3074,2,3465,0,0,1477,2304,300,0,1145,13090,10.2,7.9,86.0,17.0,7.0,12.9,100.93
2012-10-11 21:00:00,44655,6781,88,37786,0,270,0,0,2420,6621,2261,1083,3088,1,3328,0,0,1457,3534,300,0,1151,12272,10.2,7.8,85.0,15.0,11.0,12.9,100.9
2012-10-11 22:00:00,55329,18729,92,36508,1,280,0,9678,2399,6626,2265,1003,3112,2,499,0,0,1471,2224,1185,0,1147,4616,10.1,7.7,85.0,15.0,13.0,11.3,100.91
2012-10-11 23:00:00,71976,22154,96,49726,2,291,0,21573,2401,6625,2268,2276,3102,2,429,0,0,1469,3524,515,0,1150,4099,10.1,7.9,86.0,15.0,6.0,11.3,100.91
2012-10-12 00:00:00,108121,34015,96,74010,2,278,0,21765,2393,6736,28558,1006,3049,2,430,0,0,1483,2058,756,0,1138,4356,10.1,8.1,87.0,11.0,15.0,12.9,100.86
2012-10-12 01:00:00,119812,49858,92,69862,3,1555,0,21525,2416,6628,5040,2040,3045,4,435,0,0,1477,1858,682,0,1142,22012,10.2,7.9,86.0,14.0,11.0,11.3,100.87
2012-10-12 02:00:00,92868,24142,80,68646,63,266,0,37,2402,6630,2216,1010,3057,3,437,0,0,1465,3994,854,0,1139,45073,9.9,7.5,85.0,13.0,17.0,11.3,100.92
2012-10-12 03:00:00,58707,20736,102,37869,462,263,0,0,2399,6636,2255,1056,3061,2,2812,0,0,1472,3098,344,0,1153,12856,9.8,7.8,87.0,11.0,20.0,6.4,100.91
2012-10-12 04:00:00,69210,21410,74,47726,0,271,0,0,2419,6654,2265,1022,3079,4,4267,0,189,1493,3398,887,0,1151,20627,9.6,8.0,90.0,11.0,15.0,6.4,100.94
2012-10-12 05:00:00,98445,16299,98,82048,0,17716,0,0,2406,6660,2264,1056,3109,5,4828,0,211,1498,2572,522,0,9791,29410,9.5,8.4,93.0,9.0,17.0,6.4,100.98
2012-10-12 06:00:00,45228,6406,84,38738,0,4796,0,0,2427,6658,2281,1022,3117,5,2370,0,10,1514,3247,312,0,3564,7415,9.6,8.6,93.0,11.0,19.0,8.0,100.99
2012-10-12 07:00:00,57979,6349,86,51544,0,272,0,0,2425,6802,28476,1021,3109,3,1036,0,2,1515,1216,300,0,1182,4185,9.7,8.8,94.0,10.0,15.0,3.2,101.03
2012-10-12 08:00:00,40221,6282,96,33843,0,275,0,0,2426,6702,8944,1020,3106,2,1037,0,0,1513,3270,300,0,1171,4077,9.9,9.0,94.0,9.0,13.0,2.8,101.07
2012-10-12 09:00:00,32634,6170,80,26384,0,278,0,0,2443,6664,2295,1015,3117,5,1036,0,0,1517,2237,300,0,1175,4302,10.2,9.3,94.0,9.0,13.0,1.6,101.12
2012-10-12 10:00:00,73653,6174,70,67409,0,275,0,0,2431,6872,42781,1005,3112,2,1033,0,0,1511,2989,300,0,1176,3922,10.4,9.5,94.0,14.0,7.0,2.0,101.17
2012-10-12 11:00:00,31018,6004,76,24938,0,272,0,0,2422,6655,1963,1021,3114,0,1035,0,0,1516,1073,300,0,1175,4392,10.9,10.0,94.0,12.0,15.0,2.4,101.2
2012-10-12 12:00:00,71256,6150,84,65022,0,274,0,0,2413,6852,40353,1021,3102,1,1043,0,4,1516,2553,300,0,1170,4420,11.1,10.0,93.0,11.0,13.0,3.2,101.17
2012-10-12 13:00:00,39734,11271,80,28383,0,267,0,0,2402,6643,2273,1010,3100,0,1135,0,2,1508,2658,300,0,1173,5912,11.3,10.3,94.0,12.0,15.0,3.2,101.15
2012-10-12 14:00:00,101431,26775,84,74572,0,273,0,0,2389,6644,2232,1393,3100,2,3396,0,0,1510,4494,429,0,1170,47540,11.3,10.3,94.0,11.0,15.0,2.4,101.16
2012-10-12 15:00:00,71164,7112,92,63960,0,256,0,0,2414,6823,37053,987,3081,3,460,0,0,1514,2554,351,0,1170,7294,11.5,10.5,94.0,10.0,7.0,2.4,101.15
2012-10-12 16:00:00,49106,6277,90,42739,0,262,0,0,2387,6724,21073,981,3064,4,384,0,0,1512,1342,300,0,1164,3542,11.7,10.8,94.0,9.0,9.0,2.4,101.14
2012-10-12 17:00:00,46874,6288,110,40476,0,258,0,0,2395,6698,16175,1368,3060,3,388,0,0,1519,2969,300,0,1162,4181,11.7,10.7,94.0,9.0,9.0,4.0,101.17
2012-10-12 18:00:00,69450,5992,72,63386,0,264,0,0,2390,6780,35801,1022,3058,1,1170,0,0,1510,2239,360,0,1171,7620,11.6,10.7,94.0,9.0,13.0,4.0,101.18
2012-10-12 19:00:00,43470,5890,74,37506,0,272,0,0,2420,6628,1996,1023,3061,1,3501,0,0,1507,3117,300,0,1160,12520,11.7,10.6,93.0,8.0,17.0,4.0,101.19
2012-10-12 20:00:00,55031,15497,76,39458,0,265,0,0,2396,6646,2260,1080,3061,4,3269,0,0,1504,3086,524,0,1156,14207,11.6,10.7,94.0,10.0,15.0,4.0,101.22
2012-10-12 21:00:00,52052,14953,90,37009,0,272,0,0,2407,6641,2267,1084,3076,1,3876,0,0,1508,2409,351,0,1159,11958,11.7,10.7,94.0,9.0,13.0,4.8,101.24
2012-10-12 22:00:00,41235,11761,78,29396,0,275,0,0,2404,6640,2257,1070,3095,3,1157,0,0,1501,3232,351,0,1159,6252,11.9,10.8,93.0,13.0,11.0,6.4,101.3
2012-10-12 23:00:00,105594,25810,68,79716,0,263,0,0,2386,6835,40815,1007,3064,3,447,0,0,1509,2597,1014,0,1159,18617,11.8,10.6,92.0,12.0,13.0,9.7,101.31
2012-10-13 00:00:00,88973,32131,106,56736,0,2202,0,0,2408,6619,2221,1140,3054,3,607,0,0,1505,3398,487,0,2048,31044,11.9,10.6,92.0,10.0,17.0,9.7,101.36
2012-10-13 01:00:00,74729,8870,84,65775,126,15559,0,0,2384,6622,2207,1843,3060,2,1887,0,0,1498,3454,364,0,8809,17960,11.9,10.6,92.0,10.0,17.0,9.7,101.36
2012-10-13 02:00:00,47306,6953,94,40259,0,263,0,0,2402,6643,2251,1177,3070,1,2824,0,0,1505,2577,513,0,1386,15647,11.7,10.7,94.0,10.0,13.0,9.7,101.45
2012-10-13 03:00:00,49356,6977,90,42289,0,270,0,0,2398,6655,2265,1038,3087,2,4777,0,0,1506,1955,761,0,1158,16417,11.8,10.8,94.0,9.0,6.0,12.9,101.52
2012-10-13 04:00:00,49628,6854,82,42692,0,272,0,0,2418,6647,2287,1093,3116,2,6688,0,0,1506,3389,343,0,1161,13770,12.2,10.5,89.0,13.0,15.0,12.9,101.55
2012-10-13 05:00:00,59258,6855,90,52313,0,271,0,0,2400,6769,26321,1062,3087,4,2505,0,0,1504,1195,316,0,1164,5715,11.9,10.5,91.0,8.0,11.0,12.9,101.56
2012-10-13 06:00:00,35546,7126,94,28326,0,267,0,0,2409,6670,5229,1003,3100,2,441,0,0,1501,3152,300,0,1165,3087,12.0,10.4,90.0,13.0,13.0,19.3,101.62
2012-10-13 07:00:00,51840,26215,88,25537,0,273,0,0,2426,6652,2288,1001,3118,1,443,0,0,1501,2267,519,0,1173,3875,12.0,10.5,91.0,10.0,11.0,12.9,101.67
2012-10-13 08:00:00,70242,9529,82,60631,0,276,0,0,2420,6829,36771,986,3113,1,443,0,0,1501,3170,333,0,1165,3623,12.2,10.9,92.0,9.0,13.0,12.9,101.7
2012-10-13 09:00:00,30260,6121,90,24049,0,284,0,0,2433,6656,2335,1007,3135,2,441,0,0,1507,1215,300,0,1176,3558,12.4,11.0,91.0,13.0,17.0,12.9,101.74
2012-10-13 10:00:00,67475,12313,92,55070,0,279,0,0,2432,6795,31187,1001,3120,0,443,0,0,1498,2435,300,0,1171,4409,12.7,11.6,93.0,11.0,11.0,4.8,101.78
2012-10-13 11:00:00,41379,6887,86,34406,0,276,0,0,2438,6692,10737,1011,3113,4,444,0,0,1499,3217,300,0,1166,3509,12.7,11.7,94.0,12.0,11.0,4.0,101.79
2012-10-13 12:00:00,32122,7392,92,24638,0,275,0,0,2429,6648,2285,1027,3113,3,441,0,0,1500,1217,317,0,1165,4218,13.7,12.6,93.0,13.0,24.0,12.9,101.73
2012-10-13 13:00:00,67868,6163,80,61625,0,274,0,0,2428,6812,37687,1046,3119,0,448,0,0,1507,3288,300,0,1160,3556,14.0,12.4,90.0,12.0,20.0,12.9,101.73
2012-10-13 14:00:00,31910,6013,64,25833,0,270,0,0,2409,6622,2247,1055,3102,2,441,0,0,1503,2373,300,0,1160,4349,14.9,12.6,86.0,14.0,20.0,24.1,101.74
2012-10-13 15:00:00,92602,18771,90,73741,0,260,0,0,2398,6747,35509,6637,3062,6,432,0,0,1504,3115,412,0,1153,12506,14.8,12.5,86.0,13.0,20.0,24.1,101.69
2012-10-13 16:00:00,55533,13939,90,41504,0,255,0,0,2381,6581,2117,2526,3058,2,648,0,0,1499,1603,449,0,1157,19228,14.4,12.4,88.0,12.0,22.0,24.1,101.72
2012-10-13 17:00:00,39044,13515,74,25455,0,264,0,0,2391,6576,2222,1059,3056,1,439,0,0,1500,2828,360,0,1153,3606,14.1,12.3,89.0,12.0,22.0,24.1,101.73
2012-10-13 18:00:00,78683,20187,92,58404,0,244,0,0,2360,6690,36269,1055,3023,1,440,0,0,1502,2210,317,0,1150,3143,14.0,12.2,89.0,12.0,19.0,24.1,101.72
2012-10-13 19:00:00,54179,16846,80,37253,0,256,0,0,2397,6588,1620,1048,3064,3,439,0,0,1499,4517,506,0,1154,14162,14.2,12.2,88.0,13.0,24.0,24.1,101.69
2012-10-13 20:00:00,84854,14384,104,70366,0,272,0,0,2393,6597,2247,4722,3103,0,645,0,0,1499,6960,679,0,1149,40100,13.8,12.4,91.0,13.0,19.0,19.3,101.69
